"id","status_group"
"56869","functional needs repair"
"41647","non functional"
"53720","non functional"
"22073","functional needs repair"
"34016","functional needs repair"
"789","functional"
"34849","functional needs repair"
"10834","functional"
"73547","functional needs repair"
"67445","functional"
"30009","non functional"
"2981","functional needs repair"
"47271","non functional"
"52206","non functional"
"63484","functional needs repair"
"17307","non functional"
"20945","functional"
"27656","non functional"
"11253","functional needs repair"
"49767","functional"
"42177","functional"
"71985","non functional"
"6166","functional"
"26303","functional needs repair"
"59944","functional"
"32659","functional needs repair"
"23248","functional"
"12143","non functional"
"15566","functional"
"21066","non functional"
"38464","functional needs repair"
"31813","functional needs repair"
"28468","non functional"
"42358","non functional"
"62208","functional"
"17787","functional"
"58743","non functional"
"13056","non functional"
"36750","functional"
"24659","functional"
"59879","non functional"
"49085","functional"
"1565","non functional"
"52352","functional"
"26710","functional needs repair"
"65198","functional needs repair"
"66772","functional"
"11764","functional needs repair"
"31508","functional"
"53891","non functional"
"61932","non functional"
"56827","functional needs repair"
"69856","functional"
"59624","non functional"
"68185","non functional"
"24241","functional"
"25647","non functional"
"52324","functional"
"30638","functional"
"35327","non functional"
"14648","non functional"
"20156","functional"
"19081","functional needs repair"
"67106","non functional"
"14555","functional needs repair"
"35700","functional"
"4803","functional needs repair"
"62978","non functional"
"19269","functional"
"26903","functional"
"30234","non functional"
"41519","functional needs repair"
"73264","functional"
"73004","functional"
"22020","functional needs repair"
"22263","functional"
"64078","functional"
"60197","functional"
"14185","functional"
"55570","non functional"
"29746","functional"
"9360","functional needs repair"
"14935","functional"
"58508","functional"
"31082","functional"
"32612","functional needs repair"
"45879","functional"
"23881","functional needs repair"
"39417","non functional"
"17959","functional needs repair"
"67604","functional needs repair"
"65521","non functional"
"68016","functional"
"19695","functional needs repair"
"40113","functional"
"8443","functional needs repair"
"42485","functional"
"42720","functional needs repair"
"9537","functional"
"26267","non functional"
"24035","functional needs repair"
"10226","functional"
"47028","functional needs repair"
"47207","functional"
"16559","non functional"
"33868","functional needs repair"
"11422","non functional"
"56888","functional"
"3108","non functional"
"48828","functional needs repair"
"34023","functional"
"44658","non functional"
"52593","non functional"
"3040","non functional"
"6829","functional needs repair"
"4673","functional"
"3499","functional needs repair"
"17949","functional"
"63394","functional"
"10159","functional"
"48217","non functional"
"44960","non functional"
"5397","non functional"
"6996","non functional"
"66197","functional needs repair"
"4376","non functional"
"85","functional needs repair"
"44479","functional needs repair"
"70067","functional"
"62364","non functional"
"49597","functional needs repair"
"9830","functional"
"33917","functional needs repair"
"10598","non functional"
"59390","functional needs repair"
"54288","functional needs repair"
"63314","functional"
"52861","functional"
"7475","non functional"
"45352","non functional"
"71730","non functional"
"65882","functional"
"6997","functional needs repair"
"68972","functional needs repair"
"2064","functional"
"65182","functional"
"27626","functional needs repair"
"9024","non functional"
"33719","non functional"
"73229","non functional"
"23876","functional"
"9282","non functional"
"10705","non functional"
"39080","non functional"
"60222","non functional"
"7205","functional needs repair"
"27194","functional needs repair"
"61832","functional needs repair"
"22547","functional needs repair"
"8431","functional"
"59404","non functional"
"73413","functional"
"31624","functional needs repair"
"11456","functional"
"28826","non functional"
"31610","functional"
"3182","non functional"
"44786","non functional"
"21835","functional"
"23067","non functional"
"14486","functional needs repair"
"22929","non functional"
"13884","functional"
"20965","functional needs repair"
"74024","functional"
"42108","non functional"
"1483","functional needs repair"
"47026","functional needs repair"
"16356","non functional"
"57245","functional needs repair"
"4953","functional"
"70577","functional needs repair"
"62495","functional needs repair"
"2578","non functional"
"63534","functional needs repair"
"70160","functional"
"65946","functional needs repair"
"65908","non functional"
"19025","functional"
"53654","non functional"
"26930","functional"
"38870","functional"
"9991","non functional"
"36580","functional"
"52494","non functional"
"12054","functional needs repair"
"28427","functional"
"50614","functional"
"2456","non functional"
"27366","functional"
"38417","functional"
"57240","functional"
"69146","non functional"
"36139","functional needs repair"
"44846","functional"
"41853","non functional"
"71306","functional needs repair"
"48902","functional"
"58072","functional"
"24744","non functional"
"70781","non functional"
"7736","non functional"
"37497","functional"
"10671","functional needs repair"
"47335","functional"
"30147","non functional"
"7026","functional needs repair"
"24229","functional"
"29451","non functional"
"50016","functional"
"20397","non functional"
"48840","non functional"
"56020","functional"
"52122","functional needs repair"
"18322","functional"
"51296","functional"
"33951","functional needs repair"
"10116","functional"
"39021","functional"
"28269","functional needs repair"
"25176","functional needs repair"
"51108","non functional"
"57511","functional needs repair"
"131","functional needs repair"
"20818","non functional"
"18685","functional"
"59708","non functional"
"8780","functional needs repair"
"57850","functional needs repair"
"19520","functional needs repair"
"55299","functional"
"19421","functional needs repair"
"6806","functional needs repair"
"19429","functional"
"44568","non functional"
"17311","functional needs repair"
"7827","functional needs repair"
"67221","functional needs repair"
"69803","functional needs repair"
"39771","functional needs repair"
"54206","non functional"
"70278","non functional"
"11631","non functional"
